id,sentence,foreignDomain,ignore,labelState,frequencyState,is_ardu,pairs_i,pairs_text,pairs_pos,pairs_dep,pairs_lemma
61,"For example, in the operation in Afghanistan or the Syrian crisis, it becomes even more difficult to define success versus failure or victory versus defeat.",True,False,accepting,none,False,[],[],[],[],[]
62,"For example, in the operation in Afghanistan or the Syrian crisis, it becomes even more difficult to define success versus failure or victory versus defeat.",True,False,accepting,none,False,[],[],[],[],[]
63,"While countries are increasingly working together to address global challenges such as poverty and climate change, recent years have seen a worrying growth in the potential for confrontation between major powers.",True,False,accepting,none,False,[],[],[],[],[]
64,"The forces for world peace are on the rise, so are the factors against war.",True,False,accepting,none,False,[],[],[],[],[]
65,"In the foreseeable future, a world war is unlikely, and the international situation is expected to remain generally peaceful.",True,False,accepting,none,False,[],[],[],[],[]
66,Both hard and soft power instruments influence the geostrategic power balance.,True,False,accepting,none,False,[],[],[],[],[]
67,Economic power alone is not sufficient to define the global balance of power.,True,False,accepting,none,False,[],[],[],[],[]
68,International competition for the redistribution of power is tending to intensify and national interests are being reprioritized.,True,False,accepting,none,False,[],[],[],[],[]
69,"NATO, like many successful and enduring organizations, has continuously adapted itself to the changing environment with the resources and the resolve to ensure a leading role on the world stage.",True,False,accepting,none,False,[],[],[],[],[]
70,"Terrorist groups and criminal organizations are the most overt challengers of state authority, and many exert significant influence in domestic and international affairs.",True,False,accepting,none,False,[],[],[],[],[]
71,"Terrorist organizations could fill the vacuum created by weak and failing states, providing state-like qualities as an alternative to traditional state- based governance structures.",True,False,accepting,none,False,[],[],[],[],[]
72,Many military functions and activities have been outsourced during recent NATO out-of-area operations.,True,False,accepting,none,False,[],[],[],[],[]
73,"Additionally, many emerging powers and developing countries consider themselves marginalized, or even excluded, from decision-making systems and other standard-setting bodies, which therefore lack true representativeness and accountability.",True,False,accepting,none,False,[],[],[],[],[]
74,The cycles of technology-induced societal and economic change are becoming increasingly fast.,True,False,accepting,none,False,[],[],[],[],[]
75,The Internet has promoted increased citizen advocacy and government transparency.,True,False,accepting,none,False,[],[],[],[],[]
76,"Additionally, as access to data continues to increase, procedures will need to be developed or amended to consider the growing vulnerability of information.",True,False,accepting,none,False,[],[],[],[],[]
77,"Finally, global networks provide the opportunity for the dissemination of information to large audiences for shaping global opinion.",True,False,accepting,none,False,[],[],[],[],[]
78,"Moreover, there may be a geographic consolidation of some technologies within states that have more control over their commercial sector (e.g. supercomputer development in China).",True,False,accepting,none,False,[],[],[],[],[]
79,"Although growth in globalization is expected to continue, it is likely to be at a slower pace due to increases in nationalism, protectionism and regionalization.",True,False,accepting,none,False,[],[],[],[],[]
80,"The increased production of technology-related goods is another factor driving growth in demand, particularly for rare earth materials.",True,False,accepting,none,False,[],[],[],[],[]
81,"Technology and free trade have opened markets, increasing opportunity and access.",True,False,accepting,none,False,[],[],[],[],[]
82,"A large scale, environmentally-triggered disaster within a NATO Nation is increasingly possible, requiring a major employment of their military to relief operations.",True,False,accepting,none,False,[],[],[],[],[]
83,"This Report is the result of a collaborative effort drawing extensively on expertise from the nations, our partners, other international organizations, think tanks, industry and academia.",True,False,accepting,none,False,[],[],[],[],[]
84,The trend analysis and the resultant defence and security implications in the SFA 2017 Report will help NATO to determine how the Alliance could accomplish several key actions.,True,False,accepting,none,False,[],[],[],[],[]
85,"While these developments increase uncertainty and complexity, they present challenges to the capacity of individual states to manage a mounting set of interconnected problems.",True,False,accepting,none,False,[],[],[],[],[]
86,Environmental issues are dominated by climate change and its far-reaching and cross- cutting impacts.,True,False,accepting,none,False,[],[],[],[],[]
87,"However, even if the targets were met today, any mitigation efforts would not have impact for at least two decades, and so climate change will continue along its current trajectory through 2035 and beyond.",True,False,accepting,none,False,[],[],[],[],[]
88,"The SFA does not attempt to predict the future, for the future is neither predictable nor predetermined.",True,False,accepting,none,False,[],[],[],[],[]
89,Economic power alone is not sufficient to define the global balance of power.,True,False,accepting,none,False,[],[],[],[],[]
90,A comprehensive strategy will be needed to address not only the sources of harm.,True,False,accepting,none,False,[],[],[],[],[]
91,"Therefore, there will not be enough workers for countries to meet their aspirations for growth in GDP per capita.",True,False,accepting,none,False,[],[],[],[],[]
92,"These networks are able to act faster than state authorities can react, and the Alliance narrative will need to adapt at a faster pace than the networks and actors to avoid being outflanked.",True,False,accepting,none,False,[],[],[],[],[]
93,Continued development across the range of technology is enabled by exponential advances in the computing power described by Moore’s Law.,True,False,accepting,none,False,[],[],[],[],[]
94,"In light of continued population growth and a greater number of users connected to the Internet, the demand for energy to run this vast, growing and complex network will increase.",True,False,accepting,none,False,[],[],[],[],[]
95,The procurement system must retain the flexibility to incorporate the latest technology at any point of the life- cycle.,True,False,accepting,none,False,[],[],[],[],[]
96,"As a result, some Nations may be challenged to tailor the latest commercial innovations for defence and security purposes.",True,False,accepting,none,False,[],[],[],[],[]
97,"However, using these technologies will continue to pose security concerns.",True,False,accepting,none,False,[],[],[],[],[]
98,"On the other end of the spectrum in the developing world, the poorest have realized an improvement in quality of life through access to basic services (water, healthcare, food, shelter) and have modest increases to income.",True,False,accepting,none,False,[],[],[],[],[]
99,"The problems are worst in Sub-Saharan Africa, Oceania and Central Asia, with rural areas being affected the most.",True,False,accepting,none,False,[],[],[],[],[]
100,The impact of a major pandemic would be globally destabilizing and could leave affected nations extremely vulnerable to external intervention.,True,False,accepting,none,False,[],[],[],[],[]
152307,"From the vibe logs, it looks at the time of crash there was sudden vibration which causes the quad to flip over.",False,False,accepting,singel,True,"[{""cause"": [15], ""effect"": [19, 21, 22]}]","[{""cause"": [""vibration""], ""effect"": [""quad"", ""flip"", ""over""]}]","[{""cause"": [""NOUN""], ""effect"": [""NOUN"", ""VERB"", ""ADV""]}]","[{""cause"": [""attr""], ""effect"": [""nsubj"", ""ccomp"", ""prt""]}]","[{""cause"": [""vibration""], ""effect"": [""quad"", ""flip"", ""over""]}]"
866870,It is not critical that it is placed exactly at the middle but closer is better there are no recorded cases of problems caused by the controller being far from the centre of gravity.,False,False,accepting,none,True,[],[],[],[],[]
58989,"I realise this is a very broad question, but any ideas regarding tests we can do to isolate different aspects of the flight would be much appreciated, if you have an inkling of something that might be useful to see im happy to produce plots, etc.",False,False,accepting,none,True,[],[],[],[],[]
283224,"No, i havent seen that video before so thanks for the link.",True,False,accepting,none,True,[],[],[],[],[]
242418,If you believe there is a bug then please post your log file so others can see what might be causing your problem.,False,False,accepting,none,True,[],[],[],[],[]
143181,"And it states that in loiter, poshold the yaw shouldnt be dragged by current yaw or by external forces, only in manual modes. dont know if what happened to me is related to this or not. if so, it could also indicate that the behaviour to not follow current yaw wasnt applied.",False,False,accepting,none,True,[],[],[],[],[]
247510,Both ways gave same results.,False,True,accepting,none,True,[],[],[],[],[]
243198,"Gps at rest still shows very slight changes in speed, maybe that is the cause of why it fluctuates more.",False,False,accepting,singel,True,"[{""cause"": [0, 1, 2, 4, 5, 6, 7, 8, 9], ""effect"": [19, 20]}]","[{""cause"": [""Gps"", ""at"", ""rest"", ""shows"", ""very"", ""slight"", ""changes"", ""in"", ""speed""], ""effect"": [""fluctuates"", ""more""]}]","[{""cause"": [""PROPN"", ""ADP"", ""NOUN"", ""VERB"", ""ADV"", ""ADJ"", ""NOUN"", ""ADP"", ""NOUN""], ""effect"": [""VERB"", ""ADV""]}]","[{""cause"": [""nsubj"", ""prep"", ""pobj"", ""ccomp"", ""advmod"", ""amod"", ""dobj"", ""prep"", ""pobj""], ""effect"": [""pcomp"", ""advmod""]}]","[{""cause"": [""Gps"", ""at"", ""rest"", ""show"", ""very"", ""slight"", ""change"", ""in"", ""speed""], ""effect"": [""fluctuate"", ""more""]}]"
811680,Information about the circuits and software can be found on the each project link above.,False,False,accepting,none,True,[],[],[],[],[]
167830,The depth that can be reached is related to how much energy the sonar can put into the water.,False,False,accepting,none,True,[],[],[],[],[]
79386,"The green led in my iris is so much brighter than the red that when they flash together the resultant yellow has a decidedly green hue, particularly when viewed from slightly left of center, so when i thought i was ready to arm i, in fact, had a problem. i did not take the laptop out with me saturday or i might? have seen the problem then. the first time i fired up sunday i got a very definite green, and the motors armed and appeared to operate flawlessly. i shut down and started up again without a problem, but then i shut down and disconnected the battery. i then reconnected the battery, and this time i got the greenish yellow which i had been seeing saturday. i then repeated the procedure multiple times with the same result every time. the error message is prearm gyro cal failed followed by bad gyro health. in addition to the iris problem, i have been having internet connection problems so this is the first time i have been able to get on since the test. i thought i would send out this status message before doing anything else. further suggestions would be greatly appreciated. thanks again for your help!",False,True,accepting,none,True,[],[],[],[],[]
40987,It appears as if i have found the root cause the of the z-axis vibrations which in return seem to be causing the oscillation.,False,False,accepting,singel,True,"[{""cause"": [13, 14, 15, 16], ""effect"": [25]}]","[{""cause"": [""z"", ""-"", ""axis"", ""vibrations""], ""effect"": [""oscillation""]}]","[{""cause"": [""ADJ"", ""PUNCT"", ""ADJ"", ""NOUN""], ""effect"": [""NOUN""]}]","[{""cause"": [""amod"", ""punct"", ""compound"", ""pobj""], ""effect"": [""dobj""]}]","[{""cause"": [""z"", ""-"", ""axis"", ""vibration""], ""effect"": [""oscillation""]}]"
112855,I dont know which of the two compass or led has the hardware problem.,False,False,accepting,none,True,[],[],[],[],[]
426100,Another example of the yaw reset having a large effect on yaw.,False,False,accepting,singel,True,"[{""cause"": [4, 5], ""effect"": [8, 9, 10, 11]}]","[{""cause"": [""yaw"", ""reset""], ""effect"": [""large"", ""effect"", ""on"", ""yaw""]}]","[{""cause"": [""PROPN"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN"", ""ADP"", ""PROPN""]}]","[{""cause"": [""compound"", ""pobj""], ""effect"": [""amod"", ""dobj"", ""prep"", ""pobj""]}]","[{""cause"": [""yaw"", ""reset""], ""effect"": [""large"", ""effect"", ""on"", ""yaw""]}]"
451776,"Strange, are you sure it is caused by the version update?",False,False,accepting,none,True,[],[],[],[],[]
99238,Try uninstalling and reinstalling the device drivers as per the fdti document linked in the post below.,True,False,accepting,none,True,[],[],[],[],[]
472749,"Right now the link speed is pretty low, both the script and the ardupilot library process one message at the time, im sure that theres room for improvement.",False,False,accepting,none,True,[],[],[],[],[]
114620,So im guessing the cause of my issue could be hgtinnovfiltstate.,False,False,accepting,singel,True,"[{""cause"": [11], ""effect"": [8]}]","[{""cause"": [""hgtinnovfiltstate""], ""effect"": [""issue""]}]","[{""cause"": [""ADJ""], ""effect"": [""NOUN""]}]","[{""cause"": [""acomp""], ""effect"": [""pobj""]}]","[{""cause"": [""hgtinnovfiltstate""], ""effect"": [""issue""]}]"
452089,I am currently setting up my hexacopter and i am somehow not able to choose what to do with my channel 7 and 8 switches. id like to deploy my landing gear with ch7 and activate autotune with ch8.,False,False,accepting,none,True,[],[],[],[],[]
361023,"However we are then using the wind message out of spec, this can potentially cause confusion between vehicles and ground stations ect.",False,False,accepting,singel,True,"[{""cause"": [6, 7, 8, 9, 10], ""effect"": [16, 17, 18, 19, 20, 21]}]","[{""cause"": [""wind"", ""message"", ""out"", ""of"", ""spec""], ""effect"": [""confusion"", ""between"", ""vehicles"", ""and"", ""ground"", ""stations""]}]","[{""cause"": [""NOUN"", ""NOUN"", ""ADP"", ""ADP"", ""NOUN""], ""effect"": [""NOUN"", ""ADP"", ""NOUN"", ""CCONJ"", ""NOUN"", ""NOUN""]}]","[{""cause"": [""compound"", ""dobj"", ""prep"", ""prep"", ""pobj""], ""effect"": [""dobj"", ""prep"", ""pobj"", ""cc"", ""compound"", ""conj""]}]","[{""cause"": [""wind"", ""message"", ""out"", ""of"", ""spec""], ""effect"": [""confusion"", ""between"", ""vehicle"", ""and"", ""ground"", ""station""]}]"
325236,Your calculation sound plausible to me but on the other hand the voltmeter measurments would lead to expect something different.,False,False,accepting,singel,True,"[{""cause"": [12, 13], ""effect"": [17, 18, 19]}]","[{""cause"": [""voltmeter"", ""measurments""], ""effect"": [""expect"", ""something"", ""different""]}]","[{""cause"": [""NOUN"", ""PROPN""], ""effect"": [""VERB"", ""PRON"", ""ADJ""]}]","[{""cause"": [""compound"", ""nsubj""], ""effect"": [""xcomp"", ""dobj"", ""amod""]}]","[{""cause"": [""voltmeter"", ""measurments""], ""effect"": [""expect"", ""something"", ""different""]}]"
455102,"So if your aircraft will cruise at 5m, then we are talking about an aircraft that is quite large or it flying out of the ground effect.",False,False,accepting,multiple,True,"[{""cause"": [3, 4, 5, 6, 7, 8], ""effect"": [16, 18, 19, 20]}, {""cause"": [3, 4, 5, 6, 7, 8], ""effect"": [16, 23, 24, 25, 26, 27, 28]}]","[{""cause"": [""aircraft"", ""will"", ""cruise"", ""at"", ""5"", ""m""], ""effect"": [""aircraft"", ""is"", ""quite"", ""large""]}, {""cause"": [""aircraft"", ""will"", ""cruise"", ""at"", ""5"", ""m""], ""effect"": [""aircraft"", ""flying"", ""out"", ""of"", ""the"", ""ground"", ""effect""]}]","[{""cause"": [""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""NUM"", ""NOUN""], ""effect"": [""NOUN"", ""AUX"", ""ADV"", ""ADJ""]}, {""cause"": [""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""NUM"", ""NOUN""], ""effect"": [""NOUN"", ""VERB"", ""ADP"", ""ADP"", ""DET"", ""NOUN"", ""NOUN""]}]","[{""cause"": [""nsubj"", ""aux"", ""advcl"", ""prep"", ""compound"", ""pobj""], ""effect"": [""pobj"", ""relcl"", ""advmod"", ""acomp""]}, {""cause"": [""nsubj"", ""aux"", ""advcl"", ""prep"", ""compound"", ""pobj""], ""effect"": [""pobj"", ""conj"", ""prep"", ""prep"", ""det"", ""compound"", ""pobj""]}]","[{""cause"": [""aircraft"", ""will"", ""cruise"", ""at"", ""5"", ""m""], ""effect"": [""aircraft"", ""be"", ""quite"", ""large""]}, {""cause"": [""aircraft"", ""will"", ""cruise"", ""at"", ""5"", ""m""], ""effect"": [""aircraft"", ""fly"", ""out"", ""of"", ""the"", ""ground"", ""effect""]}]"
152207,The link to that tlog isnt working for me - says its not available.,False,False,accepting,none,True,[],[],[],[],[]
670495,"For instance, i would expect both servo2_function, 34 and test motor c, to both actuate the rear left motor, i.e. the motor shown as.",False,False,accepting,multiple,True,"[{""cause"": [7], ""effect"": [19, 20, 21]}, {""cause"": [11, 12, 13], ""effect"": [19, 20, 21]}]","[{""cause"": [""servo2_function""], ""effect"": [""rear"", ""left"", ""motor""]}, {""cause"": [""test"", ""motor"", ""c""], ""effect"": [""rear"", ""left"", ""motor""]}]","[{""cause"": [""PROPN""], ""effect"": [""ADJ"", ""VERB"", ""NOUN""]}, {""cause"": [""PROPN"", ""NOUN"", ""PROPN""], ""effect"": [""ADJ"", ""VERB"", ""NOUN""]}]","[{""cause"": [""nsubj""], ""effect"": [""amod"", ""amod"", ""dobj""]}, {""cause"": [""compound"", ""compound"", ""conj""], ""effect"": [""amod"", ""amod"", ""dobj""]}]","[{""cause"": [""servo2_function""], ""effect"": [""rear"", ""leave"", ""motor""]}, {""cause"": [""test"", ""motor"", ""c""], ""effect"": [""rear"", ""leave"", ""motor""]}]"
24562,But the copter was ok in stabilize mode and what is the link with the fact that the copter didnt climb at 50m after takeoff? does it needs compass to do that climb?,False,False,accepting,none,True,[],[],[],[],[]
489554,I noticed that the multirotor leads sometimes to tip over during take off in auto mission.,False,False,accepting,singel,True,"[{""cause"": [4, 10, 11, 12, 13, 14, 15], ""effect"": [8, 9]}]","[{""cause"": [""multirotor"", ""during"", ""take"", ""off"", ""in"", ""auto"", ""mission""], ""effect"": [""tip"", ""over""]}]","[{""cause"": [""NOUN"", ""ADP"", ""VERB"", ""ADP"", ""ADP"", ""NOUN"", ""NOUN""], ""effect"": [""VERB"", ""ADP""]}]","[{""cause"": [""nsubj"", ""prep"", ""pobj"", ""prt"", ""prep"", ""compound"", ""pobj""], ""effect"": [""advcl"", ""prt""]}]","[{""cause"": [""multirotor"", ""during"", ""take"", ""off"", ""in"", ""auto"", ""mission""], ""effect"": [""tip"", ""over""]}]"
209955,Getting away with a hard mount or just a simple ball dampener setup seems like it would be an ideal route for something like mapping provided it causes no ill effects as weight could be kept low.,False,True,accepting,none,True,[],[],[],[],[]
505558,Internal error 0x400 means that something produced a nan which is generally not good.,False,False,accepting,singel,True,"[{""cause"": [0, 1, 2], ""effect"": [5, 6, 7, 8]}]","[{""cause"": [""Internal"", ""error"", ""0x400""], ""effect"": [""something"", ""produced"", ""a"", ""nan""]}]","[{""cause"": [""ADJ"", ""NOUN"", ""NUM""], ""effect"": [""PRON"", ""VERB"", ""DET"", ""NOUN""]}]","[{""cause"": [""amod"", ""nsubj"", ""nummod""], ""effect"": [""nsubj"", ""ccomp"", ""det"", ""dobj""]}]","[{""cause"": [""internal"", ""error"", ""0x400""], ""effect"": [""something"", ""produce"", ""a"", ""nan""]}]"
340384,Do not expect perfect result by running something with big disc effect in wind.,False,False,accepting,singel,True,"[{""cause"": [6, 7, 8, 9, 10, 11, 12, 13], ""effect"": [1, 3, 4]}]","[{""cause"": [""running"", ""something"", ""with"", ""big"", ""disc"", ""effect"", ""in"", ""wind""], ""effect"": [""not"", ""perfect"", ""result""]}]","[{""cause"": [""VERB"", ""PRON"", ""ADP"", ""ADJ"", ""NOUN"", ""NOUN"", ""ADP"", ""NOUN""], ""effect"": [""PART"", ""ADJ"", ""NOUN""]}]","[{""cause"": [""pcomp"", ""dobj"", ""prep"", ""amod"", ""compound"", ""pobj"", ""prep"", ""pobj""], ""effect"": [""neg"", ""amod"", ""dobj""]}]","[{""cause"": [""run"", ""something"", ""with"", ""big"", ""disc"", ""effect"", ""in"", ""wind""], ""effect"": [""not"", ""perfect"", ""result""]}]"
363015,"P.d. the next information is not related to the question but what im trying to develop is a way to control the drone using 360 camera technology, using unity to control the drone with a vr headset.",False,False,accepting,none,True,[],[],[],[],[]
35388,Link to wiki dont work anymore.,True,False,accepting,none,True,[],[],[],[],[]
809970,Link to the image if it is larger than can be displayed on the page.,True,False,accepting,none,True,[],[],[],[],[]
76601,Its just a simple method to try and detect issuessometimes the automatic tests generate false fails due to the simplicity of the checkbut they are useful none the less.,False,False,accepting,multiple,True,"[{""cause"": [11, 12], ""effect"": [14, 15]}, {""cause"": [19, 20, 22], ""effect"": [14, 15]}]","[{""cause"": [""automatic"", ""tests""], ""effect"": [""false"", ""fails""]}, {""cause"": [""simplicity"", ""of"", ""checkbut""], ""effect"": [""false"", ""fails""]}]","[{""cause"": [""ADJ"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN""]}, {""cause"": [""NOUN"", ""ADP"", ""NOUN""], ""effect"": [""ADJ"", ""NOUN""]}]","[{""cause"": [""amod"", ""nsubj""], ""effect"": [""amod"", ""dobj""]}, {""cause"": [""pobj"", ""prep"", ""pobj""], ""effect"": [""amod"", ""dobj""]}]","[{""cause"": [""automatic"", ""test""], ""effect"": [""false"", ""fail""]}, {""cause"": [""simplicity"", ""of"", ""checkbut""], ""effect"": [""false"", ""fail""]}]"
51236,As a result airpseed drops to around 6-7ms and stays there until the end of the flight.,False,False,accepting,none,True,[],[],[],[],[]
107184,Was caused by a misconfigured telemetry-radio.,False,True,accepting,none,True,[],[],[],[],[]
338392,"Nick, i guess i was asleep when i looked at the results, all i have is an ardupilot hot spot.",False,True,accepting,none,True,[],[],[],[],[]
468563,"The cubes power module is connected to the 6s port on the pdb and as such when the batteries are connected to the pdb, the cube is turned on first and then the escs turn on, due to the slight delay in connecting the two separate battery leads.",False,False,accepting,multiple,True,"[{""cause"": [18, 19, 20, 21, 22, 23], ""effect"": [26, 27, 28, 29]}, {""cause"": [18, 19, 20, 21, 22, 23], ""effect"": [34, 35, 36]}, {""cause"": [41, 42, 43, 44, 46, 47, 48, 49], ""effect"": [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]}]","[{""cause"": [""batteries"", ""are"", ""connected"", ""to"", ""the"", ""pdb""], ""effect"": [""cube"", ""is"", ""turned"", ""on""]}, {""cause"": [""batteries"", ""are"", ""connected"", ""to"", ""the"", ""pdb""], ""effect"": [""escs"", ""turn"", ""on""]}, {""cause"": [""slight"", ""delay"", ""in"", ""connecting"", ""two"", ""separate"", ""battery"", ""leads""], ""effect"": [""cube"", ""is"", ""turned"", ""on"", ""first"", ""and"", ""then"", ""the"", ""escs"", ""turn"", ""on""]}]","[{""cause"": [""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""DET"", ""NOUN""], ""effect"": [""NOUN"", ""AUX"", ""VERB"", ""ADP""]}, {""cause"": [""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""DET"", ""NOUN""], ""effect"": [""NOUN"", ""VERB"", ""ADP""]}, {""cause"": [""ADJ"", ""NOUN"", ""ADP"", ""VERB"", ""NUM"", ""ADJ"", ""NOUN"", ""NOUN""], ""effect"": [""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""ADV"", ""CCONJ"", ""ADV"", ""DET"", ""NOUN"", ""VERB"", ""ADP""]}]","[{""cause"": [""nsubjpass"", ""auxpass"", ""advcl"", ""prep"", ""det"", ""pobj""], ""effect"": [""nsubjpass"", ""auxpass"", ""conj"", ""prt""]}, {""cause"": [""nsubjpass"", ""auxpass"", ""advcl"", ""prep"", ""det"", ""pobj""], ""effect"": [""nsubj"", ""conj"", ""prt""]}, {""cause"": [""amod"", ""pobj"", ""prep"", ""pcomp"", ""nummod"", ""amod"", ""compound"", ""dobj""], ""effect"": [""nsubjpass"", ""auxpass"", ""conj"", ""prt"", ""advmod"", ""cc"", ""advmod"", ""det"", ""nsubj"", ""conj"", ""prt""]}]","[{""cause"": [""battery"", ""be"", ""connect"", ""to"", ""the"", ""pdb""], ""effect"": [""cube"", ""be"", ""turn"", ""on""]}, {""cause"": [""battery"", ""be"", ""connect"", ""to"", ""the"", ""pdb""], ""effect"": [""esc"", ""turn"", ""on""]}, {""cause"": [""slight"", ""delay"", ""in"", ""connect"", ""two"", ""separate"", ""battery"", ""lead""], ""effect"": [""cube"", ""be"", ""turn"", ""on"", ""first"", ""and"", ""then"", ""the"", ""esc"", ""turn"", ""on""]}]"
372151,"To me, it looks like in your first log at the top of the page, the fc commanded a change, and the motors majorly overshot the command. it also has those err ekf checks, which are often caused by vibrations.",False,False,accepting,singel,True,"[{""cause"": [44], ""effect"": [35, 36, 37]}]","[{""cause"": [""vibrations""], ""effect"": [""err"", ""ekf"", ""checks""]}]","[{""cause"": [""NOUN""], ""effect"": [""NOUN"", ""ADJ"", ""NOUN""]}]","[{""cause"": [""pobj""], ""effect"": [""prep"", ""compound"", ""dobj""]}]","[{""cause"": [""vibration""], ""effect"": [""err"", ""ekf"", ""check""]}]"
336490,Anyone with any links to resources i would be happy to follow.,False,False,accepting,none,True,[],[],[],[],[]
389735,First thing strange is i cant find any reference to this led behavior in the documentation.,False,False,accepting,none,True,[],[],[],[],[]
578858,Normally this is in the form of esc overcurrent protections causing escs to shut down.,False,False,accepting,singel,True,"[{""cause"": [7, 8, 9], ""effect"": [11, 12, 13, 14]}]","[{""cause"": [""esc"", ""overcurrent"", ""protections""], ""effect"": [""escs"", ""to"", ""shut"", ""down""]}]","[{""cause"": [""NOUN"", ""NOUN"", ""NOUN""], ""effect"": [""NOUN"", ""PART"", ""VERB"", ""ADP""]}]","[{""cause"": [""compound"", ""compound"", ""pobj""], ""effect"": [""nsubj"", ""aux"", ""ccomp"", ""prt""]}]","[{""cause"": [""esc"", ""overcurrent"", ""protection""], ""effect"": [""esc"", ""to"", ""shut"", ""down""]}]"
319546,"Dont think it does, i also tried to take it off th i2c bus and use the gps2 port which had the same result as soon as there here+ gps module was plugged back into the gps1 port.",False,False,accepting,none,True,[],[],[],[],[]
127742,"4-5 seconds of the flight, derived from the time stamps on the log.",False,False,accepting,none,True,[],[],[],[],[]
508776,"The ac 4.0.0 release notes mention that there was also some kind of rework on the watchdog, so there must be something that triggers it newly on kakute f7 and i would like to find it out.",False,False,accepting,none,True,[],[],[],[],[]
84320,What disturbs me is that i never saw such a phenomenon on the previous firmware flying since 2.8. could the firmware be the cause?,False,False,accepting,none,True,[],[],[],[],[]
27200,"Thanks for the quick response tciii, but that link did not help.",True,False,accepting,none,True,[],[],[],[],[]
263321,"Can anyone shed some light on why pixhawk does not change to rtl even though the pwm value 917 at the rx is well below the value 975 needed to trigger failsafe to rtl? in the field, the pixhawk executes rtl flawlessly when i switched to rtl mode during flight, but never try to switch tx off.",False,False,accepting,singel,True,"[{""cause"": [46, 47, 48, 49, 50, 51], ""effect"": [40, 41, 42, 43]}]","[{""cause"": [""switched"", ""to"", ""rtl"", ""mode"", ""during"", ""flight""], ""effect"": [""pixhawk"", ""executes"", ""rtl"", ""flawlessly""]}]","[{""cause"": [""VERB"", ""ADP"", ""NOUN"", ""NOUN"", ""ADP"", ""NOUN""], ""effect"": [""NOUN"", ""VERB"", ""NOUN"", ""ADV""]}]","[{""cause"": [""advcl"", ""prep"", ""compound"", ""pobj"", ""prep"", ""pobj""], ""effect"": [""nsubj"", ""ROOT"", ""dobj"", ""advmod""]}]","[{""cause"": [""switch"", ""to"", ""rtl"", ""mode"", ""during"", ""flight""], ""effect"": [""pixhawk"", ""execute"", ""rtl"", ""flawlessly""]}]"
728544,"Hello good, my query is related to the flowmeter, icannot identify the parameters that come out, someone has taken them out.",False,False,accepting,none,True,[],[],[],[],[]
47568,Glad to hear the sensors are triggering.,False,False,accepting,none,True,[],[],[],[],[]
214938,"Now, i change emergency rtl to a 3-band switch high, and intially set this switch at mid, then, even rc lost, default value is mid, and will not trigger any mode change.",False,False,accepting,multiple,True,"[{""cause"": [4, 5, 6, 7, 8], ""effect"": [10, 11, 12]}, {""cause"": [15, 16, 18, 19, 20], ""effect"": [25, 26]}, {""cause"": [28, 29, 30, 31], ""effect"": [35, 36, 37, 38, 39]}]","[{""cause"": [""emergency"", ""rtl"", ""to"", ""a"", ""3""], ""effect"": [""band"", ""switch"", ""high""]}, {""cause"": [""intially"", ""set"", ""switch"", ""at"", ""mid""], ""effect"": [""rc"", ""lost""]}, {""cause"": [""default"", ""value"", ""is"", ""mid""], ""effect"": [""not"", ""trigger"", ""any"", ""mode"", ""change""]}]","[{""cause"": [""NOUN"", ""NOUN"", ""ADP"", ""DET"", ""NUM""], ""effect"": [""NOUN"", ""NOUN"", ""ADJ""]}, {""cause"": [""ADV"", ""VERB"", ""NOUN"", ""ADP"", ""NOUN""], ""effect"": [""PROPN"", ""VERB""]}, {""cause"": [""NOUN"", ""NOUN"", ""AUX"", ""ADJ""], ""effect"": [""PART"", ""VERB"", ""DET"", ""NOUN"", ""NOUN""]}]","[{""cause"": [""compound"", ""dobj"", ""prep"", ""det"", ""nummod""], ""effect"": [""compound"", ""pobj"", ""amod""]}, {""cause"": [""advmod"", ""conj"", ""dobj"", ""prep"", ""pobj""], ""effect"": [""nsubj"", ""advcl""]}, {""cause"": [""compound"", ""nsubj"", ""conj"", ""acomp""], ""effect"": [""neg"", ""conj"", ""det"", ""compound"", ""dobj""]}]","[{""cause"": [""emergency"", ""rtl"", ""to"", ""a"", ""3""], ""effect"": [""band"", ""switch"", ""high""]}, {""cause"": [""intially"", ""set"", ""switch"", ""at"", ""mid""], ""effect"": [""rc"", ""lose""]}, {""cause"": [""default"", ""value"", ""be"", ""mid""], ""effect"": [""not"", ""trigger"", ""any"", ""mode"", ""change""]}]"
172350,Actually i finaly found out the cause of the problem!,True,False,accepting,none,True,[],[],[],[],[]
692910,"As if iomcu restarted during the flight, what is the cause?",False,False,accepting,none,True,[],[],[],[],[]
